customer_city,customer_state,geolocation_lat,geolocation_lng,total_orders,total_sales
sao paulo,SP,-23.65416693940167,-46.74258158812544,1,136.8
sao paulo,SP,-23.653741396955564,-46.63944436320993,8,489.28
sao paulo,SP,-23.653723231387744,-46.61037830605272,6,637.29
sao paulo,SP,-23.653324846014655,-46.65594053949872,6,2583.8
sao paulo,SP,-23.653322513293585,-46.734511192556184,4,221.46
sao paulo,SP,-23.653255735596098,-46.71183480625177,5,1185.8899999999999
sao paulo,SP,-23.65325235699301,-46.7036189807141,1,59.9
sao paulo,SP,-23.653237847356667,-46.68351999539865,1,128.4
sao paulo,SP,-23.653162927041333,-46.61499810547855,4,250.79
sao paulo,SP,-23.65247143406278,-46.788583044855486,8,1129.85
sao paulo,SP,-23.652366177840175,-46.75575337195746,10,1768.59
sao paulo,SP,-23.652281831910418,-46.71548233316467,3,207.62
sao paulo,SP,-23.651999804633736,-46.76033520326595,2,101.39
sao paulo,SP,-23.651937045687344,-46.656416300511445,6,409.29
sao paulo,SP,-23.65180502953228,-46.707493809346126,2,144.98
sao paulo,SP,-23.651663543777676,-46.78428698989416,7,703.22
sao paulo,SP,-23.651573144940997,-46.602681831763704,11,869.48
sao paulo,SP,-23.651458409656648,-46.667264990007716,5,505.39
sao paulo,SP,-23.651293938017023,-46.76685345723278,31,2923.7400000000002
sao paulo,SP,-23.65121878229917,-46.73692406599499,4,212.19
sao paulo,SP,-23.651083583404386,-46.71962633280197,6,778.29
sao paulo,SP,-23.650936619411485,-46.70090582373058,4,462.48
sao paulo,SP,-23.65031091889315,-46.7744321553768,4,316.7
sao paulo,SP,-23.650278345082626,-46.74420450893912,10,740.69
sao paulo,SP,-23.650255848591343,-46.75372470475791,17,3203.52
sao paulo,SP,-23.65022806110628,-46.67081335868612,11,1514.3
sao paulo,SP,-23.650062986791102,-46.674129731782756,4,541.8100000000001
sao paulo,SP,-23.649632268343144,-46.66066470778875,4,492.0
sao paulo,SP,-23.64941510865309,-46.70069839909865,7,597.98
sao paulo,SP,-23.649038406328103,-46.66156190557927,4,517.99
sao paulo,SP,-23.648893436886873,-46.6084949153963,5,265.93
sao paulo,SP,-23.648828562764866,-46.63625757841236,1,44.99
sao paulo,SP,-23.648808591374237,-46.59983106453618,4,269.93
sao paulo,SP,-23.64872124022943,-46.6467557256446,12,1599.24
sao paulo,SP,-23.64854569173368,-46.59486990844951,6,273.65999999999997
sao paulo,SP,-23.648544163014538,-46.65715849830985,5,740.64
sao paulo,SP,-23.648347072680874,-46.65839596364767,1,122.99
sao paulo,SP,-23.6483172917075,-46.73174552524676,1,99.49
sao paulo,SP,-23.647706313266326,-46.67720935883452,1,157.8
sao paulo,SP,-23.647700206940105,-46.777706142664805,2,37.9
sao paulo,SP,-23.64741331457165,-46.5925416149549,7,1074.77
sao paulo,SP,-23.647404304203995,-46.63657001303734,1,28.96
sao paulo,SP,-23.647259845532545,-46.643892596631275,14,1151.6200000000001
sao paulo,SP,-23.6471845969568,-46.71383856437029,2,134.8
sao paulo,SP,-23.647168759594603,-46.73449085706351,3,144.51999999999998
sao paulo,SP,-23.6471235612357,-46.75264041726496,2,154.9
sao paulo,SP,-23.647090268917783,-46.70482089842843,9,658.3399999999999
sao paulo,SP,-23.64705656492504,-46.5944418683725,10,2203.77
sao paulo,SP,-23.64698378124242,-46.71872159590326,2,54.89
sao paulo,SP,-23.64659824535931,-46.69298461682915,2,806.98
sao paulo,SP,-23.646572127714883,-46.679035716845476,2,70.80000000000001
sao paulo,SP,-23.646560779057626,-46.775879579388146,1,114.9
sao paulo,SP,-23.646504679681733,-46.66622567766505,32,3845.93
sao paulo,SP,-23.64636101705606,-46.78451326253863,12,1599.91
sao paulo,SP,-23.64623843946352,-46.73756521696959,2,138.79000000000002
sao paulo,SP,-23.646235094364453,-46.5847403003108,4,362.0
sao paulo,SP,-23.645944113812106,-46.742842329041075,3,538.0
sao paulo,SP,-23.64590929459376,-46.68378274055061,1,19.9
sao paulo,SP,-23.64573052916748,-46.60429289176094,7,1016.49
sao paulo,SP,-23.645722243811186,-46.753038607975945,10,1175.0
sao paulo,SP,-23.645606617155025,-46.69884923278413,5,382.22
sao paulo,SP,-23.645369695162433,-46.7122027604303,2,428.8
sao paulo,SP,-23.64534785795394,-46.668963118638466,10,1350.96
sao paulo,SP,-23.645312597007948,-46.71324287982179,1,149.9
sao paulo,SP,-23.645136910858778,-46.76918116853053,12,1709.16
sao paulo,SP,-23.645023180743692,-46.65024449739957,7,967.64
sao paulo,SP,-23.644926388991472,-46.6528299557697,3,647.51
sao paulo,SP,-23.64484447782769,-46.63654602110391,1,339.9
sao paulo,SP,-23.64469270250134,-46.63956724813834,2,597.9
sao paulo,SP,-23.643648226598245,-46.759019375370066,10,4094.4
sao paulo,SP,-23.64352701824689,-46.66280936272233,6,355.44
sao paulo,SP,-23.642998614546705,-46.59673592178065,5,275.78
sao paulo,SP,-23.642917686252982,-46.69665952210826,2,368.9
sao paulo,SP,-23.64269446059694,-46.697389538991324,7,456.59
sao paulo,SP,-23.642668413700186,-46.60666379640448,7,592.48
sao paulo,SP,-23.642586913119104,-46.647974060797154,5,1095.05
sao paulo,SP,-23.642557650665786,-46.69829417797877,8,2235.94
sao paulo,SP,-23.642553937089005,-46.641089149632315,2,168.0
sao paulo,SP,-23.642526245083843,-46.675998743881244,1,199.99
sao paulo,SP,-23.642437567791234,-46.714068965163655,3,943.94
sao paulo,SP,-23.64235682923947,-46.65733328876023,6,1366.7
sao paulo,SP,-23.642310172459627,-46.69538260530722,5,553.79
sao paulo,SP,-23.642226594229378,-46.607757271025676,7,485.18
sao paulo,SP,-23.64197945895006,-46.72026556609568,1,79.9
sao paulo,SP,-23.641944582408943,-46.7323466995942,5,489.75
sao paulo,SP,-23.641863142903308,-46.785442169491795,8,1250.75
sao paulo,SP,-23.64177776129046,-46.75224488543853,12,1244.54
sao paulo,SP,-23.641746702107135,-46.63282615001185,9,576.28
sao paulo,SP,-23.64169991350553,-46.59873100587562,8,807.05
sao paulo,SP,-23.641456001028505,-46.77107151197354,5,424.76
sao paulo,SP,-23.64128274956675,-46.68714216251396,1,150.4
sao paulo,SP,-23.64101529423475,-46.67052669980034,8,894.08
sao paulo,SP,-23.640938532857653,-46.70038236242907,2,138.9
sao paulo,SP,-23.640937410256512,-46.763374370803405,2,139.35
sao paulo,SP,-23.640888872966674,-46.72983813405026,6,553.24
sao paulo,SP,-23.6407301675645,-46.7038747730644,2,142.89
sao paulo,SP,-23.64056082245283,-46.65306653877791,8,1000.5500000000001
sao paulo,SP,-23.6403748417726,-46.74282186388779,3,275.89
sao paulo,SP,-23.640036256150193,-46.66328463779025,5,686.9
sao paulo,SP,-23.639954709906213,-46.65450279701998,3,118.62
sao paulo,SP,-23.63970500273027,-46.656886418902445,2,168.88
sao paulo,SP,-23.63956026800762,-46.75549581004344,2,119.96000000000001
sao paulo,SP,-23.639408161924827,-46.71450000855016,5,429.18
sao paulo,SP,-23.639220567170696,-46.77524603379492,1,59.99
sao paulo,SP,-23.639216252850222,-46.63526996721421,5,273.82
sao paulo,SP,-23.638798850089824,-46.77305001490845,6,341.07
sao paulo,SP,-23.6385851265951,-46.667548185930094,9,969.44
sao paulo,SP,-23.638458904938467,-46.59990353751536,4,376.49
sao paulo,SP,-23.63822732080231,-46.61019609996571,6,498.1
sao paulo,SP,-23.637836961836488,-46.67758117619221,2,174.20999999999998
sao paulo,SP,-23.637794462667365,-46.69640108049751,1,129.99
sao paulo,SP,-23.63767683448491,-46.71726187776406,6,783.21
sao paulo,SP,-23.63728348822799,-46.63800500644551,26,1953.97
sao paulo,SP,-23.637051252257542,-46.64894162237949,8,949.95
sao paulo,SP,-23.636874595252888,-46.612901745698174,2,514.89
sao paulo,SP,-23.636731433733214,-46.74658403439475,2,115.80000000000001
sao paulo,SP,-23.63670146816877,-46.65943215071563,1,39.9
sao paulo,SP,-23.636250681980506,-46.7030915221507,1,119.9
sao paulo,SP,-23.636249561856218,-46.674963142950894,4,381.15
sao paulo,SP,-23.63619066893595,-46.685297190240924,2,249.7
sao paulo,SP,-23.63603622081005,-46.65471602214153,2,53.2
sao paulo,SP,-23.636027323303832,-46.713002500990385,16,2053.01
sao paulo,SP,-23.63578602332596,-46.63551611224559,7,568.6800000000001
sao paulo,SP,-23.635735432494883,-46.6286711676003,2,208.8
sao paulo,SP,-23.63557467017113,-46.68518366825551,2,331.74
sao paulo,SP,-23.63552988166383,-46.69403108090457,1,69.9
sao paulo,SP,-23.635489059943243,-46.766593339586954,9,1289.99
sao paulo,SP,-23.635476291236326,-46.645933467803154,2,319.9
sao paulo,SP,-23.635449930960373,-46.753357389937435,3,278.73
sao paulo,SP,-23.63520931747778,-46.65058314523511,6,467.69
sao paulo,SP,-23.63519167113765,-46.77249597850784,5,1833.99
sao paulo,SP,-23.6351441150821,-46.60361073479807,7,1599.12
sao paulo,SP,-23.635024986038115,-46.75501165480173,9,1016.5799999999999
sao paulo,SP,-23.635005258010473,-46.59911604502151,4,319.79
sao paulo,SP,-23.634970921060688,-46.741430132389155,3,368.6
sao paulo,SP,-23.634955757361986,-46.612936626054235,1,129.0
sao paulo,SP,-23.634780995705007,-46.58848972642822,1,289.0
sao paulo,SP,-23.634734731757376,-46.66897040805662,2,28.8
sao paulo,SP,-23.634666975437064,-46.67103410699287,1,330.0
sao paulo,SP,-23.63461765404282,-46.73233473771139,10,891.78
sao paulo,SP,-23.634607026145623,-46.735881844474896,8,789.03
sao paulo,SP,-23.63416690786288,-46.61229789899156,1,47.97
sao paulo,SP,-23.63412218559662,-46.665021714847775,5,368.64
sao paulo,SP,-23.633979466756944,-46.69363721653133,5,379.1
sao paulo,SP,-23.633805606487936,-46.60741938764788,5,1106.6399999999999
sao paulo,SP,-23.633746991095535,-46.657752761150704,1,149.97
sao paulo,SP,-23.633746308008696,-46.614356752488725,5,298.74
sao paulo,SP,-23.63371935299967,-46.7500923084884,4,416.78999999999996
sao paulo,SP,-23.63367472874772,-46.74639478258834,3,63.989999999999995
sao paulo,SP,-23.633453855673807,-46.5904060145686,5,481.47
sao paulo,SP,-23.633210687932692,-46.63827669792675,18,1870.1100000000001
sao paulo,SP,-23.632941446215064,-46.706958480610986,16,2029.27
sao paulo,SP,-23.63280963348503,-46.735713575178494,13,1719.08
sao paulo,SP,-23.632643980067428,-46.62615669548827,4,204.45000000000002
sao paulo,SP,-23.632605973214297,-46.66300553894178,3,292.0
sao paulo,SP,-23.632467814268654,-46.640411032173475,13,2122.68
sao paulo,SP,-23.632467568210703,-46.76656933912659,1,135.0
sao paulo,SP,-23.632430657617466,-46.630919288327796,1,49.0
sao paulo,SP,-23.63232925414811,-46.66616756060892,5,450.28
sao paulo,SP,-23.632212317583807,-46.739192552253435,5,419.64
sao paulo,SP,-23.632144873490837,-46.70377183131555,6,638.68
sao paulo,SP,-23.632114348335307,-46.76077037734813,11,1975.68
sao paulo,SP,-23.631999287496654,-46.68514319703575,1,39.99
sao paulo,SP,-23.63198070195784,-46.70135123576615,9,785.79
sao paulo,SP,-23.63187200830407,-46.70380802650084,11,1240.82
sao paulo,SP,-23.631849617945665,-46.61894313385399,4,797.9
sao paulo,SP,-23.631844127736006,-46.68165304366807,2,86.89
sao paulo,SP,-23.631834846536943,-46.70032625979074,2,153.99
sao paulo,SP,-23.631765715208406,-46.62313404323022,3,163.70999999999998
sao paulo,SP,-23.631735764965565,-46.66409775600261,3,163.2
sao paulo,SP,-23.631708053031105,-46.773661188487836,2,188.9
sao paulo,SP,-23.63143155078634,-46.705423630028584,12,1188.26
sao paulo,SP,-23.63124778046942,-46.636676440435814,5,534.29
sao paulo,SP,-23.63119637022625,-46.68138927288377,2,788.9
sao paulo,SP,-23.631163944790956,-46.465822523551175,7,1249.88
sao paulo,SP,-23.63091744989638,-46.75480826803864,2,146.9
sao paulo,SP,-23.63045315369485,-46.73388659273183,10,1163.6100000000001
sao paulo,SP,-23.630219766941295,-46.766261000466535,1,239.9
sao paulo,SP,-23.629843746643388,-46.61322119637299,6,540.8
sao paulo,SP,-23.629842596014047,-46.615622905049655,4,539.79
sao paulo,SP,-23.629653166642026,-46.70170376038393,4,575.89
sao paulo,SP,-23.62957142052887,-46.59150671724376,7,527.49
sao paulo,SP,-23.62948498874614,-46.69568015837471,8,816.5600000000001
sao paulo,SP,-23.629407616343116,-46.69212962368638,3,829.22
sao paulo,SP,-23.6292638113192,-46.75676136150544,1,29.9
sao paulo,SP,-23.629180636987364,-46.68040488730149,4,320.3
sao paulo,SP,-23.62911216427785,-46.732070759005055,5,530.59
sao paulo,SP,-23.6290878110361,-46.58759158430273,3,369.8
sao paulo,SP,-23.62894206889616,-46.4672167658442,5,469.72
sao paulo,SP,-23.6289257816399,-46.72017495261474,3,318.87
sao paulo,SP,-23.628898865777746,-46.76379490478539,5,493.65999999999997
sao paulo,SP,-23.62888495685781,-46.74899437414102,6,408.46
sao paulo,SP,-23.628528928652067,-46.63546920936279,10,1122.4
sao paulo,SP,-23.62844167141886,-46.62202394660562,3,184.8
sao paulo,SP,-23.62836387004566,-46.72478377588883,2,101.8
sao paulo,SP,-23.628268991295883,-46.66595672106171,3,323.19
sao paulo,SP,-23.628086721215887,-46.669090179158125,3,653.22
sao paulo,SP,-23.628066452900686,-46.60230241313098,7,1125.6799999999998
sao paulo,SP,-23.627754263109214,-46.695719848906464,10,1640.69
sao paulo,SP,-23.627534295197535,-46.60829070808083,5,719.12
sao paulo,SP,-23.6273321911817,-46.64607656740394,1,32.9
sao paulo,SP,-23.627289256892848,-46.70094897060515,7,2531.85
sao paulo,SP,-23.627234730717813,-46.600277532704105,1,165.66
sao paulo,SP,-23.627110472796144,-46.466948815422185,11,698.75
sao paulo,SP,-23.627064454143635,-46.63665166742413,21,2954.13
sao paulo,SP,-23.627052219278017,-46.473162413196334,14,1977.26
sao paulo,SP,-23.62704499971125,-46.680415806849105,3,109.88
sao paulo,SP,-23.62697681957097,-46.6244300789828,1,82.0
sao paulo,SP,-23.626884113847957,-46.60666686406375,6,870.24
sao paulo,SP,-23.62680348967349,-46.67493464165545,3,481.8
sao paulo,SP,-23.6266482450248,-46.73950894543502,19,2193.86
sao paulo,SP,-23.62637267739045,-46.73033396272476,15,2497.97
sao paulo,SP,-23.62634036231842,-46.58868893522081,1,119.9
sao paulo,SP,-23.62622481614813,-46.6062005386591,7,2466.65
sao paulo,SP,-23.625845549610293,-46.72115930997515,10,1795.1
sao paulo,SP,-23.625807260665145,-46.58637622896058,6,501.57
sao paulo,SP,-23.625770009445606,-46.59703636643912,3,273.48
sao paulo,SP,-23.62569896288816,-46.74346812072216,21,2271.64
sao paulo,SP,-23.625475455621878,-46.61200044104113,3,209.0
sao paulo,SP,-23.625468927234873,-46.74135022703571,19,2734.2
sao paulo,SP,-23.624988625614023,-46.69337339053362,8,1046.39
sao paulo,SP,-23.624828782984174,-46.67235004072565,4,605.2
sao paulo,SP,-23.62482560349142,-46.73612223809066,1,74.9
sao paulo,SP,-23.62480660667009,-46.766486502696914,1,68.0
sao paulo,SP,-23.62477552188192,-46.63352225416763,7,365.43
sao paulo,SP,-23.62466152303214,-46.671453415637345,1,18.9
sao paulo,SP,-23.624631715014047,-46.62452123584991,10,1737.24
sao paulo,SP,-23.624543291287193,-46.75997474304359,5,590.9
sao paulo,SP,-23.624438675279386,-46.75501665729355,19,2305.93
sao paulo,SP,-23.624411500782685,-46.65232759204485,4,381.83
sao paulo,SP,-23.624124956240582,-46.67436074338665,6,621.6800000000001
sao paulo,SP,-23.62409840533413,-46.637519164297096,6,474.66
sao paulo,SP,-23.623679467120166,-46.63685006584126,1,119.9
sao paulo,SP,-23.62360098462035,-46.59315292295778,4,293.71000000000004
sao paulo,SP,-23.623569068166802,-46.618310186560485,3,420.12
sao paulo,SP,-23.623509079362613,-46.6758083805412,8,1284.6499999999999
sao paulo,SP,-23.62350835781651,-46.688288237330106,11,974.38
sao paulo,SP,-23.623192092745526,-46.66990311336905,10,910.86
sao paulo,SP,-23.623101897683917,-46.66749536437599,3,912.66
sao paulo,SP,-23.623100260306163,-46.588477687993674,3,195.69
sao paulo,SP,-23.62286081243891,-46.611421766388204,6,695.44
sao paulo,SP,-23.6226981700655,-46.680075106583224,1,42.0
sao paulo,SP,-23.622678982282665,-46.67376195719343,1,1718.0
sao paulo,SP,-23.622332972865337,-46.68144846125938,13,1759.29
sao paulo,SP,-23.622258923071602,-46.66355613340106,10,1123.74
sao paulo,SP,-23.622060740058195,-46.68021757154078,2,153.5
sao paulo,SP,-23.622009610694445,-46.649149449701376,4,368.95
sao paulo,SP,-23.621979256378232,-46.60466783801021,4,448.3
sao paulo,SP,-23.621975084279146,-46.636789523657406,27,5444.36
sao paulo,SP,-23.62193184161367,-46.59871351080223,1,28.49
sao paulo,SP,-23.62173806132692,-46.6183837748097,1,549.9
sao paulo,SP,-23.621695328356683,-46.7360229276192,9,1090.79
sao paulo,SP,-23.621530849176292,-46.69518819682693,4,783.0699999999999
sao paulo,SP,-23.621446538690183,-46.59840783857171,4,436.97
sao paulo,SP,-23.621390480559317,-46.61597395073291,7,763.34
sao paulo,SP,-23.62132965582119,-46.62530855872009,2,825.1
sao paulo,SP,-23.621323518868845,-46.73019140744088,4,276.40999999999997
sao paulo,SP,-23.621197888443753,-46.60394747117316,10,1060.09
sao paulo,SP,-23.621110481467223,-46.67412059873857,6,504.77
sao paulo,SP,-23.62102017825679,-46.50454460959744,6,482.5
sao paulo,SP,-23.620927664310514,-46.691232601566554,4,286.96999999999997
sao paulo,SP,-23.62087560710147,-46.6759069923895,8,1045.5
sao paulo,SP,-23.620770791153813,-46.67516918760097,3,629.9
sao paulo,SP,-23.6207424198774,-46.75632565730462,1,119.0
sao paulo,SP,-23.6207026922247,-46.64753380003946,2,486.47
sao paulo,SP,-23.620633738612693,-46.606373758253945,3,547.5
sao paulo,SP,-23.620571593970944,-46.62231244971259,1,307.98
sao paulo,SP,-23.6204542298718,-46.717000233545456,3,178.7
sao paulo,SP,-23.620422385707208,-46.5988656693112,3,214.9
sao paulo,SP,-23.620411060123512,-46.630646514076794,2,214.45
sao paulo,SP,-23.620388779836066,-46.66476818452366,1,21.9
sao paulo,SP,-23.6202207357376,-46.5855234962182,3,133.89
sao paulo,SP,-23.620161421583116,-46.76165318556069,6,881.6
sao paulo,SP,-23.620157629836992,-46.481175865564325,2,109.0
sao paulo,SP,-23.62011581915099,-46.69978748689634,5,397.65
sao paulo,SP,-23.619946477821376,-46.68505249680834,4,875.9
sao paulo,SP,-23.619906357274782,-46.7466731434943,1,39.9
sao paulo,SP,-23.619869726054205,-46.68929970606768,3,201.9
sao paulo,SP,-23.61982069614586,-46.64772382814215,4,518.3
sao paulo,SP,-23.619794989254373,-46.7594858387868,12,1333.47
sao paulo,SP,-23.619760069994566,-46.754030155756396,15,981.84
sao paulo,SP,-23.619728778352282,-46.68336127730955,7,1141.74
sao paulo,SP,-23.61966772517476,-46.68171694871523,6,409.09
sao paulo,SP,-23.619660625482595,-46.67326589214815,10,1162.5900000000001
sao paulo,SP,-23.61964671515011,-46.67572233629379,5,504.7
sao paulo,SP,-23.61914463655275,-46.70589032582668,1,94.98
sao paulo,SP,-23.619125339591076,-46.64131604638057,9,676.33
sao paulo,SP,-23.6191196479635,-46.638892604708964,22,7768.85
sao paulo,SP,-23.618896001391466,-46.66765351402123,5,426.7
sao paulo,SP,-23.61885843753611,-46.728590035769514,10,2164.39
sao paulo,SP,-23.618765802774053,-46.649402272768306,5,645.59
sao paulo,SP,-23.61866620197685,-46.639582867790025,21,1556.0800000000002
sao paulo,SP,-23.618627095261704,-46.594262798360994,3,313.0
sao paulo,SP,-23.61860003122178,-46.69670651176469,11,948.29
sao paulo,SP,-23.618574568615134,-46.75202097007318,7,752.84
sao paulo,SP,-23.618360334648866,-46.64027974663952,4,203.4
sao paulo,SP,-23.61808877778015,-46.73688048339371,15,2687.91
sao paulo,SP,-23.617863900607457,-46.7417722102373,5,543.88
sao paulo,SP,-23.61761199769883,-46.72379562778506,1,40.6
sao paulo,SP,-23.617286932860615,-46.61295461602428,1,19.9
sao paulo,SP,-23.617214511528022,-46.508594046531066,2,179.89
sao paulo,SP,-23.617069178247434,-46.61171689232295,1,54.32
sao paulo,SP,-23.617066889638064,-46.59652930647008,6,348.54
sao paulo,SP,-23.617055531676286,-46.62905586453005,11,1875.87
sao paulo,SP,-23.617025476893037,-46.672238844755924,7,598.46
sao paulo,SP,-23.616754455349234,-46.6226861965362,4,347.29
sao paulo,SP,-23.616597692568526,-46.618485232473354,4,560.5
sao paulo,SP,-23.616568945148224,-46.63246063987729,7,482.69
sao paulo,SP,-23.61647892388566,-46.48434703145723,3,313.89
sao paulo,SP,-23.616393976264778,-46.7398470197997,11,1312.1
sao paulo,SP,-23.616348584304056,-46.59888838229472,4,563.96
sao paulo,SP,-23.61629990951716,-46.642176264134555,4,209.60000000000002
sao paulo,SP,-23.616135892291425,-46.51277665475444,5,802.59
sao paulo,SP,-23.616095534743593,-46.64521571652774,1,51.0
sao paulo,SP,-23.616040419147648,-46.49796340236415,10,1468.3899999999999
sao paulo,SP,-23.616037456321408,-46.481798434282844,1,119.8
sao paulo,SP,-23.61572424528012,-46.68903434080062,9,1143.93
sao paulo,SP,-23.61562005871933,-46.74657577914033,7,745.68
sao paulo,SP,-23.61537503367352,-46.64828096468195,2,287.9
sao paulo,SP,-23.615309722908446,-46.7046304407905,1,439.0
sao paulo,SP,-23.615111224491525,-46.65210263687011,1,129.0
sao paulo,SP,-23.615026594777174,-46.63498468822016,18,1415.1000000000001
sao paulo,SP,-23.61487247062317,-46.66128104735609,7,868.61
sao paulo,SP,-23.614792350754616,-46.66248559463185,3,80.72
sao paulo,SP,-23.614691812954206,-46.43312243285143,4,466.62
sao paulo,SP,-23.61464444495384,-46.681404748300004,9,4966.110000000001
sao paulo,SP,-23.61461656703373,-46.6227654134744,2,154.48
sao paulo,SP,-23.614533095967133,-46.75197228852206,1,39.0
sao paulo,SP,-23.61431704262045,-46.64310978377846,3,425.14
sao paulo,SP,-23.614088202301215,-46.47940178532641,3,223.9
sao paulo,SP,-23.614011992536618,-46.72683864111844,8,1461.3899999999999
sao paulo,SP,-23.613935964376612,-46.678969021551126,3,187.93
sao paulo,SP,-23.61390410492889,-46.73797150156235,1,879.33
sao paulo,SP,-23.613843837563973,-46.46727522958676,22,2547.75
sao paulo,SP,-23.613798437497824,-46.65163600617749,2,203.9
sao paulo,SP,-23.61377563472155,-46.686171071257114,4,417.28999999999996
sao paulo,SP,-23.613635995908155,-46.611713421610645,1,5.73
sao paulo,SP,-23.613603985246755,-46.598007140345565,6,665.77
sao paulo,SP,-23.613448168436147,-46.65035744947991,4,198.82
sao paulo,SP,-23.61344320774903,-46.516474660702784,1,109.9
sao paulo,SP,-23.613329498323637,-46.594930375911936,2,139.3
sao paulo,SP,-23.613278856853583,-46.67865970572656,1,89.9
sao paulo,SP,-23.613258022164974,-46.68995373230165,4,263.79
sao paulo,SP,-23.613247856897967,-46.60333320417951,4,416.18000000000006
sao paulo,SP,-23.613232778366175,-46.74372391912566,8,758.47
sao paulo,SP,-23.61317968106886,-46.60311235812508,7,1890.57
sao paulo,SP,-23.613023583846296,-46.68482314602869,18,1539.97
sao paulo,SP,-23.61301964942899,-46.59179479207139,7,789.35
sao paulo,SP,-23.612921486155273,-46.72056929214321,2,169.98000000000002
sao paulo,SP,-23.612774158442022,-46.6604149234197,1,35.99
sao paulo,SP,-23.6127344506858,-46.598134183130796,1,39.9
sao paulo,SP,-23.61233147021754,-46.483917618530185,2,435.89
sao paulo,SP,-23.61209255591969,-46.724932361370456,2,79.58999999999999
sao paulo,SP,-23.61206753569341,-46.49758166095673,4,143.34
sao paulo,SP,-23.61189269858181,-46.63060941656349,9,1212.59
sao paulo,SP,-23.611756184111968,-46.68171262561139,10,1392.25
sao paulo,SP,-23.61166437604769,-46.702889024081266,5,367.77
sao paulo,SP,-23.61153818590257,-46.51254574078626,7,469.79
sao paulo,SP,-23.61153067067254,-46.73636662104127,11,1429.95
sao paulo,SP,-23.611228037460165,-46.707386020341204,5,337.79
sao paulo,SP,-23.61109328786772,-46.68960089270385,8,703.9
sao paulo,SP,-23.610942393251094,-46.68659354600935,12,985.47
sao paulo,SP,-23.610874075515337,-46.63445112502,10,929.8000000000001
sao paulo,SP,-23.610861711870267,-46.699279066668325,2,2128.4
sao paulo,SP,-23.610744462863593,-46.640219030272156,14,1797.17
sao paulo,SP,-23.610669282016186,-46.726160357568375,5,269.17
sao paulo,SP,-23.61064127024898,-46.74785398743359,3,429.3
sao paulo,SP,-23.610639731947213,-46.66027830199002,8,1087.89
sao paulo,SP,-23.610596185063486,-46.707283333560724,6,288.48
sao paulo,SP,-23.610581276487395,-46.526488331494534,2,217.0
sao paulo,SP,-23.6105658135382,-46.61237820566994,8,1156.59
sao paulo,SP,-23.61055268755333,-46.62543312993559,6,378.28
sao paulo,SP,-23.61042211579087,-46.62659436529209,5,1576.34
sao paulo,SP,-23.610279226711643,-46.648223332198725,5,321.09000000000003
sao paulo,SP,-23.6102572415798,-46.68710161819633,11,1159.6
sao paulo,SP,-23.610142482164196,-46.44412739048154,4,445.56
sao paulo,SP,-23.61010743964928,-46.460094836792926,14,1160.41
sao paulo,SP,-23.610056989230387,-46.633258352788346,7,492.07000000000005
sao paulo,SP,-23.609973346169273,-46.66218954108803,4,274.38
sao paulo,SP,-23.60987131416822,-46.44916843361715,8,839.2
sao paulo,SP,-23.609856490116115,-46.52964693018126,3,116.49
sao paulo,SP,-23.60983667810177,-46.53119970835737,11,1543.48
sao paulo,SP,-23.60982936590491,-46.50825170905198,5,459.19
sao paulo,SP,-23.60972199310609,-46.46916749859775,7,1103.26
sao paulo,SP,-23.60966315524704,-46.64267882349498,3,466.96
sao paulo,SP,-23.60952604382118,-46.480163698524166,4,656.94
sao paulo,SP,-23.609430024757696,-46.66050227039208,12,1440.81
sao paulo,SP,-23.609420570334752,-46.7239060429064,4,444.42999999999995
sao paulo,SP,-23.609330706660412,-46.604427891377654,1,64.9
sao paulo,SP,-23.609282751408507,-46.628494693264486,13,1794.08
sao paulo,SP,-23.609271700065435,-46.61855410099136,4,1039.59
sao paulo,SP,-23.60924929634277,-46.74028971622014,9,1101.48
sao paulo,SP,-23.60912050493088,-46.64693404776141,3,223.78
sao paulo,SP,-23.609110379515947,-46.745036168390385,1,109.9
sao paulo,SP,-23.609001235970496,-46.66118914456519,3,152.29999999999998
sao paulo,SP,-23.608814786321876,-46.5215921238063,1,110.0
sao paulo,SP,-23.6087773222775,-46.71625405017446,1,189.99
sao paulo,SP,-23.60861206836742,-46.658743706616306,5,471.20000000000005
sao paulo,SP,-23.608567051795042,-46.46347699100704,7,1296.09
sao paulo,SP,-23.60854858358894,-46.654616937894936,2,524.0
sao paulo,SP,-23.608536691052052,-46.685657345108694,20,1337.6200000000001
sao paulo,SP,-23.608527203762673,-46.661200705889904,16,1245.96
sao paulo,SP,-23.60847855737744,-46.55619491444044,2,138.95
sao paulo,SP,-23.60842276123356,-46.69438747369207,4,435.79
sao paulo,SP,-23.608276816475648,-46.526714912263046,6,612.89
sao paulo,SP,-23.608177522549013,-46.48975783961781,1,79.9
sao paulo,SP,-23.607991705310166,-46.430749600583695,4,641.38
sao paulo,SP,-23.607881903210984,-46.60194103687584,5,278.88
sao paulo,SP,-23.607634203985256,-46.69725157554869,6,974.2
sao paulo,SP,-23.60757558518243,-46.611040297577595,3,155.79
sao paulo,SP,-23.607476248196658,-46.74035789126719,3,398.55
sao paulo,SP,-23.607472654074435,-46.611699115789875,6,805.39
sao paulo,SP,-23.60743412466134,-46.55682562248692,3,504.78999999999996
sao paulo,SP,-23.607423597094993,-46.657580195287906,4,449.8
